Subject,Label,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,Pupil,Pupil,Pupil,Pupil,Pupil,Pupil,Pupil,HR,RT
Experiment 741 Participant 0,1,-0.2331711053,-0.2331711053,-0.2864971605,-0.4002238559,-1.7543098896,-0.0659146951,-0.4907916938,-1.2043077124,-0.2331711053,-0.1377113857,0.2316912757,0.0368526342,-0.6364536526,-0.1706495952,-0.2564249365,-0.233949493,1.6952081773,1.5436675454,1.7050515666,0.3715528077,0.1388661656,-0.6842017291,-0.2950705854,1.2608355754,1.5601169746,-1.1975894921,-0.2331711053,-2.9014845208,-1.7541732746,1.97935202,0.2286716362,-0.6091913225,-0.8692671251,-0.8723430015,-0.3168683544,-0.3127521717,-0.6979128767,-0.8410394472,-0.3930381866,-0.1790856462,-0.0749081909,0.0933759307,0.4320978204,-0.1752086154,-0.5562340007,-0.3539957567,-0.4090500993,-0.1076485072,0.6781884865,-0.2318249409,-0.9708574569,-0.9981590959,-0.7683684886,-1.1159296538,-0.5227633205,-0.0335674819,0.0601399167,-0.5575516591,-0.3464914746,-1.637727686,-0.6887260692,-0.3088260692,-0.0207449797,0.2676695394,-0.6832245961,1.1582702482,-0.931361092
Experiment 741 Participant 0,1,0.6282665892,0.6282665892,0.9194511236,0.7170646711,-0.2537138593,0.442739577,0.5138879543,-0.11222679,0.6282665892,1.1183383506,2.3775755138,-0.5407602119,0.5174010673,0.8023986151,0.8827347694,0.5916165757,-0.7194844915,-0.8820216159,-0.547215216,-0.5006007492,-0.3935392261,0.5530577131,-0.6781457367,-0.2853676387,-0.1571903011,0.7218915068,0.6282665892,0.7520657587,0.8451576365,1.2066232149,0.6491439289,0.667601196,0.8696730978,0.7386742067,0.7020589991,0.7058364354,-1.79E-006,0.6413890353,0.8089204057,0.5617720599,0.3230003421,0.0090959438,1.4094750459,1.3071888709,1.3447901195,1.173855704,-0.1548587414,-1.0332550937,0.0834575035,0.2726841767,0.7726815893,0.3182893944,0.477799638,-0.0874453633,0.9710326405,0.8006775622,0.4765438865,-0.3274607565,-0.8564210686,-1.6338604745,-0.9555822032,-0.5745764716,-0.6724869067,-0.4517313429,-1.2757512956,-1.2382864474,-0.3661383449
Experiment 741 Participant 0,1,-0.7318981915,-0.7318981915,1.0060929804,1.399239682,0.5479025094,-1.7491206794,0.085621596,-0.345087765,-0.7318981915,-0.5738866946,-0.554450691,-0.5795796149,-0.6170784542,0.1945617875,-0.6395406014,-0.527388254,-1.4038642057,0.532008568,0.6651178842,0.6224078034,0.5730561974,-0.3255182689,-1.0184878377,0.2990231966,-0.1009111426,-0.2729162198,-0.7318981915,0.3824897977,-0.0458443155,-1.1555843923,-1.2538233744,-0.9604823518,-0.2765107481,-0.7739146808,-0.6398629564,-0.6354753047,0.6937179978,-0.0967171329,0.1889863551,-0.0791266395,-0.6195719745,-1.2928553241,-0.15500229,0.0284052931,-0.0690322297,0.4905955268,0.1132983946,0.6247579394,0.0695242023,-0.2790085245,-1.883392399,-0.348185845,-0.7781436594,0.8559532668,0.7145613031,0.7652473716,-0.6748158274,-0.7859404633,-1.7507101351,-0.36412566,0.4347106646,-0.3371704333,-0.4931119153,0.0301041009,-0.2260084478,0.8946011187,-0.5224502202
Experiment 741 Participant 0,1,-0.0518158012,-0.0518158012,-0.0011597638,-0.5219294573,-0.9558674945,0.2708917128,-0.3143912824,-0.005513005,-0.0518158012,-0.3445399518,-0.333950275,0.8835796465,-0.0543545812,0.1019489773,-0.1383321672,-0.0908839614,-0.6540348656,-1.2477126259,-1.0879725234,-0.6130314944,0.3907827766,0.1379468037,0.2595337376,-0.5727128084,0.804624578,-2.1123486019,-0.0518158012,-2.3361283172,0.0521537883,-1.0203423174,-0.1574272019,0.0232297521,0.3128585703,-0.4319360539,-0.055363455,-0.051402988,1.2174787249,0.2883600812,0.3289413645,0.2531177979,0.2410633766,0.2921974375,1.8556486799,1.0099007737,0.5817587473,0.7194361001,-0.3444661793,0.0241488393,0.4386430543,-0.1850823448,0.3166231653,0.2427720137,-0.0020320907,0.4913394636,-0.1966583266,0.6560824623,0.4559349626,0.1411466018,-0.4669135845,0.8775734077,-0.4763243411,1.3914363398,0.8981246421,1.0309758751,0.43112885,-0.4965568405,-0.206990078
Experiment 741 Participant 0,1,1.8342793614,1.8342793614,0.4381893353,-0.2751743496,1.524930649,0.8937485434,0.3147791105,-1.1706903629,1.8342793614,0.2653520702,-0.1067633854,0.0161615709,1.2087399589,-0.1554723532,0.620330271,0.48137143,-0.3407020456,0.6624323358,-0.0494294528,0.290993146,0.0550454853,1.1704581468,0.5213315292,0.3661077991,1.095200997,0.2254591461,1.8342793614,0.2087244398,1.2163605926,0.8232628294,1.0502491267,-0.849561426,-0.9810866521,1.1176195312,1.7027892444,1.7079320744,0.4067625313,1.150607284,1.0769797384,1.3490924968,1.4738951346,0.9572712545,1.2264850305,1.5160302267,1.3532272063,-0.7389969639,-0.2394123846,1.0145835029,-0.136536804,-0.1062559193,1.9052429635,1.9427352385,1.5649327557,1.5946292725,0.1766603088,-0.4572036979,0.0957146736,-0.4934266156,0.4638170726,-0.4621679986,-0.0753062795,0.2723394184,0.4337027412,0.5072422092,-0.3809019461,-0.7114117255,-1.4248853841
Experiment 741 Participant 0,1,-1.6114714164,-1.6114714164,0.541257476,1.9458202418,1.3634236174,-0.0520752473,0.1625777083,-0.3283227269,-1.6114714164,-0.310874703,-0.174141811,1.0126496372,-1.3448679966,0.6011949218,-1.3254511067,-1.7863203345,-1.0669602593,-0.3129746181,0.1183572055,-1.2627951764,-1.4180618516,-1.6066765025,-0.0753598988,-0.9565198916,0.2125529277,-0.1421922113,-1.6114714164,0.2555976076,0.6255043669,0.3658054407,-3.6034943999,-1.5859325269,-1.0915993549,-1.3220783284,-1.5988905132,-1.5938038346,-0.5473298348,0.8112694313,-0.8683450139,-2.2300207811,-2.2269396178,-1.4380674655,-1.1554329181,-1.4309694986,-1.7898390649,-0.3706733579,-2.3169851886,-0.8183023996,0.4105859258,-1.5484511528,-1.5761810116,-1.5389246726,-1.5840600987,-2.2452940754,-1.2198500138,-0.6433726996,-1.0750744086,-1.1176616857,-1.2696362636,0.3127336885,-0.0233600248,-0.1886382999,-0.084531673,0.558857503,1.0243132666,-0.4990313751,0.1139997147
Experiment 741 Participant 0,1,-0.0518158012,-0.0518158012,-0.9945120454,-0.4694307586,-0.0147090179,1.2254177919,-1.0569419574,1.6040344836,-0.0518158012,0.9773387698,0.9981095625,-0.4995906085,-0.0543545812,-0.1886651391,-0.1453591699,-0.1243376549,1.1029576561,-0.3644176726,0.1689788295,1.3139440253,0.8164599647,0.646413,1.1280862946,0.8959772414,0.7216692222,0.2845992373,-0.0518158012,0.332141994,-0.6284889977,1.370422927,0.5984126944,0.5181149326,-0.0714794784,0.5968912989,0.292696696,0.2372499689,-0.6994019089,0.4161449668,0.7011804291,0.5657439373,0.6736875244,1.8108652214,0.4170591637,-0.9033733558,-0.6696535543,-1.0111759863,-0.0441017559,1.1525129234,0.4552025225,-0.8307377011,-0.0523710844,1.0696024845,0.1747613106,0.5599307894,0.9306344357,-0.4599912188,0.0966768935,0.1627879422,-0.2783615309,1.5852403552,1.1110982305,1.2708710332,1.2364482257,0.4300000501,1.3844076766,-0.5458477388,0.2386244486
Experiment 741 Participant 0,1,-0.0518158012,-0.0518158012,-1.4159110231,-0.8603765289,-0.6489924501,1.1192936408,0.2085949065,-1.5679510168,-0.0518158012,0.8901171839,1.20779114,-0.9019078343,-0.0543545812,0.1710446742,0.0622828039,-0.39498552,-1.6819581683,-0.185006197,0.7711761206,1.5772645639,0.6711621928,-0.1232032498,-1.1737481418,-0.6468666971,-3.260341216,-1.2472112289,-0.0518158012,0.3257755277,-1.6055198308,0.9926379005,0.1870399783,0.5172722682,0.311149028,0.2135191118,0.0119391491,0.0158503957,0.389494367,-0.1145346992,0.1899344934,0.1520456614,0.0314800099,-0.1490550564,0.4644786045,0.7082164749,0.5831898912,0.7637453653,-0.4203104049,-0.7858012162,-0.0538717748,-0.5269647712,0.6396469504,-0.5789952274,-0.1484691625,-1.615358769,-1.2283376294,-0.2460400028,-1.7990544171,0.9529527428,0.5689219135,-0.0490374416,0.0352760194,0.3366498761,0.3815255669,0.0737169996,-0.1929287232,-0.4965568405,-0.6230347857
Experiment 741 Participant 0,1,-0.2331711053,-0.2331711053,0.9413112337,0.5514184819,0.1752317352,-0.7920838553,-1.3004831232,-0.0307787101,-0.2331711053,-0.5909834637,-0.5526378458,-0.0520626447,-0.4665483231,-0.5160500185,-0.3265539542,-0.233949493,-0.3674935046,-0.6341164328,0.4291402241,0.1656800166,0.3596521015,-1.263413601,-0.8555230266,-0.6126190405,-0.677059323,-1.1886765335,-0.2331711053,-0.1434836993,0.5100245101,-0.3976259908,-0.6732515151,-0.5555124947,-0.3346251356,0.0369332412,-0.081507976,-0.0775024108,0.0586566049,-0.5755748593,-0.1101698347,-0.0730754128,-0.04416095,-0.2663310982,-1.389329489,-1.686869682,-2.1841370937,1.1001175013,0.3591619469,-1.0944559544,0.5045762741,1.0392731088,-1.2560877765,-0.7968929287,-0.4754169113,0.2967497294,-0.5055297943,-1.9422449775,-0.5087333091,-0.039910795,0.2771578066,-0.5435825433,0.3888121529,0.1257271878,0.2654270911,0.900063268,0.5138868074,-1.8194674417,-0.6085659897
Experiment 741 Participant 0,1,0.6282665892,0.6282665892,0.6424113132,0.1903569664,0.1071243616,0.3087645532,1.3147621079,-0.9654413271,0.6282665892,0.4235780302,0.8883839848,0.4158530306,0.3921262492,0.2754963497,0.1400664336,-0.2986129398,-0.3084046063,-0.4315594703,-0.8924198872,-0.8304387346,0.7656263986,0.4452110739,1.0584702571,1.0561174564,-0.3761253688,-0.7459967455,0.6282665892,1.2291914893,1.0437748281,0.319828674,0.1736682842,0.3434193197,0.525677067,-0.077960422,0.6752716834,0.6789769799,-2.0694217914,-1.0371598766,-0.1626162567,0.4155244939,0.7036046104,0.3374877509,-0.1487676749,-0.3551612372,-0.6523039512,-1.142758327,-1.6908661771,-0.4976427024,-1.2023296187,0.1761688367,-0.0295470516,0.630662184,0.6012533386,-0.0338014387,-0.053077195,0.3733483916,-0.9324703066,-1.3742668008,-1.51556168,0.6734103419,-0.4744674801,-0.2936205578,-0.1737132101,-0.3925173254,1.1340462994,0.7053236899,-0.457724359
Experiment 741 Participant 0,1,-0.0518158012,-0.0518158012,1.4133209433,0.7320625376,0.5868660037,-0.123969008,2.2044119339,0.9268530939,-0.0518158012,1.3549991014,0.8393729506,0.0405262807,-0.0543545812,0.0096801885,-0.124722139,-0.1243376549,-0.4010369873,-0.1741511169,0.2092039061,0.2267883015,1.0453969357,0.4398390938,0.9944651151,0.4139938054,-0.3781586297,-0.4630643685,-0.0518158012,0.8462621863,2.4921999853,-0.5361037728,-0.0520029212,0.9694782316,0.7026124303,-0.6158545722,-0.0014211226,0.0132913213,-1.5820163284,0.2319068458,0.4489459253,0.240398966,-0.0185227702,-0.7476166013,-0.9295754884,0.2465080799,0.271563364,-0.2480651903,0.4057905879,0.1389821274,0.8677169183,0.741590832,0.469654268,-0.0783785484,0.0744362782,-0.2319778098,1.2282525509,-0.5931285803,-2.1880884971,-1.8280825056,0.0698922334,-0.0309303316,0.5414452731,0.9383435253,0.9490020689,0.8337908984,-0.0612711742,-1.6906515677,-1.0085603453
Experiment 741 Participant 0,1,-1.6114714164,-1.6114714164,-0.5334258169,0.1559519085,0.738312006,-0.0477856992,0.5359376963,-0.0363027969,-1.6114714164,-0.1278702665,0.0778098739,0.0408061282,-1.3448679966,0.0620828359,-1.1467931682,-1.4155540548,0.0776823671,-1.3076851727,-0.6572305751,-1.1304614616,-0.0782451056,-1.1690904225,0.0710608999,-0.2447658152,-0.3336813209,0.4189470814,-1.6114714164,-0.2875497505,-0.1205449751,0.0412721064,-0.2439678645,0.3742836998,-0.1060008946,-1.0800844708,-1.4383945181,-1.4334221575,0.4505357731,-0.349107371,-2.5336248978,-3.9925025821,-3.8261006047,-1.8496768082,-0.6459926892,-0.1124212021,-0.1513062873,-0.5488650228,-0.9619946287,0.2985636257,-0.0253090333,-0.9705191028,-0.6787143974,-1.0061010495,-1.2777800525,-1.489362217,-0.1052440107,-0.1583123983,0.0268888808,-0.6868680669,-0.0330064348,-0.2959511927,-0.1664041237,0.0552797774,-1.0407305946,-0.3183964488,-0.9239716773,-0.4965568405,1.0539475541
Experiment 741 Participant 0,1,-0.0518158012,-0.0518158012,0.7387783236,-0.1471466485,-0.9369028624,-0.0703368157,-0.5082691727,0.7047840723,-0.0518158012,-0.748268383,-0.5102590288,0.6927312883,-0.0543545812,1.0825785678,0.6194318756,0.1701568875,0.1269281481,-0.3328367093,-0.0379394167,-0.7644372168,0.1052909573,0.7090241733,-0.6115468475,0.3886183632,2.2272227973,0.6218443922,-0.0518158012,0.0412132527,-0.052100985,-1.4555462789,-0.0236044345,0.2366029029,0.289754315,-0.3862396273,-0.0080991142,-0.0041732083,0.1546487693,-0.7496346055,-0.5452811242,0.0181974896,0.5065817569,2.4599431238,2.6124715505,0.8474414991,0.4579677871,1.0218157535,0.8772291623,0.6467723833,-0.3288468309,-1.0179712618,-0.1227472025,0.1925818782,0.087475434,-0.3367534069,-1.1155340959,-1.572480328,0.544086903,-0.2699255241,-1.3380803011,0.1623884224,0.2893363776,0.1151358492,-0.2558639572,-0.0882458972,0.2020532827,-0.4965568405,-0.288915331
Experiment 741 Participant 0,1,-0.0518158012,-0.0518158012,-0.6859013659,-0.3909329967,-0.6381502253,-1.4634643967,-0.8210907963,1.1258288557,-0.0518158012,0.1776293498,0.1871771198,-0.1511267657,-0.0543545812,0.8196593201,-0.0453885238,-0.1243376549,0.5462644528,0.3127500952,0.5900674271,0.0940416602,0.010932665,-0.4609292102,0.1787620969,0.3406874591,0.729943602,0.4965215639,-0.0518158012,-0.035114216,0.0960410805,0.9670230218,0.7157141397,-1.1017576144,-1.2454721844,-0.6298111554,0.0360577907,0.0785575159,0.7868284774,-0.0901810011,-0.4157530192,-0.2671490977,0.5168538725,2.3393510595,0.8042463789,-0.9080940563,-0.8296888386,0.425299591,-0.1587699679,0.2002867856,-0.0243562637,0.2507820015,0.3668543645,0.9081615554,0.248513442,0.6738701154,0.3693145081,-1.1613813731,0.0931074366,-0.6291388082,0.82724731,0.2257053205,0.8261301494,-0.2170028091,0.3742334659,1.1076071852,1.0937434165,0.3244412761,-1.4369075889
Experiment 741 Participant 0,1,0.6282665892,0.6282665892,0.4828771208,-0.6176572837,-0.9624511113,-0.827900564,-0.7164621103,-0.3638933889,0.6282665892,0.5647743448,0.7230403107,0.370448642,0.0001137583,-0.5452077141,0.3001811096,0.0608583946,-0.9346211951,0.8073184585,-0.1299523447,-0.7713125985,0.5151890079,0.5607966451,-0.0795307396,0.8588180095,-0.6814268054,0.3192723988,0.6282665892,-0.5541185273,-0.1527743036,-0.4937354514,0.7453085686,0.6662898831,0.6189105218,0.5558670165,0.6930573283,0.6967970982,0.7082305512,0.3225333962,-0.0043080696,0.2051875141,0.3908227337,-0.3795736994,0.2788119431,0.5523656051,0.5536943428,0.0822578542,0.7413729774,1.7416995352,0.3442644018,-0.9206870324,-0.1560803467,-0.2034067796,0.2110818714,-0.5072928453,0.4300578636,-0.3170869839,-0.2946154903,-0.1794778583,0.3706594273,0.3023533531,0.1629998754,0.7603393803,0.8424192155,0.3557221738,0.1826260547,0.8194177497,-0.5960026427
Experiment 741 Participant 0,1,-0.0518158012,-0.0518158012,1.2753849054,1.926485792,1.1913532736,-0.7224701492,-2.1300312074,-0.9429414464,-0.0518158012,0.2379881397,0.2179388044,-0.6261850863,-0.0543545812,1.6371486193,0.9080308916,0.1103152301,-1.0137846454,-0.6165293592,-0.0717433048,0.2072479863,1.2373375731,1.0746487009,0.3312223755,0.1731593405,0.7188605968,-0.689216722,-0.0518158012,1.1137001434,-0.0729466133,1.3305506042,0.0761960309,0.4351618076,0.1865759733,-0.3799442605,-0.024375298,-0.0204374895,-0.554290829,0.7953242886,0.6582231,0.7218483509,0.9404478451,1.1349313826,0.4123122029,0.4170774275,0.1669351208,0.5084234232,0.3999582018,-0.1264188284,-0.0401819226,-0.5659986209,-0.5781892144,-0.6984179763,-0.086902325,-0.3222498888,-0.556952707,-0.9560741244,0.7131629507,-1.0288012022,1.1609158341,1.1771417286,1.4270184993,0.8365892174,1.1974324263,1.3299749727,0.8831032739,0.8891732764,-1.4599313875
Experiment 741 Participant 0,1,-1.6114714164,-1.6114714164,-0.2420446318,0.1745100851,-0.0882432147,-0.3944933749,-0.1130800338,0.2914084567,-1.6114714164,-1.0212982641,-1.4598887371,0.6174719607,-1.3448679966,0.3131425016,-0.8511604862,-0.5613631603,0.0501588295,0.3351329529,0.3760546689,-1.1017032109,-0.020784113,-0.1026858189,0.457064321,-0.665250236,0.4306171005,-0.7103410644,-1.6114714164,-0.1725091951,0.0365633706,0.082917626,-1.4493262098,-0.6694001805,-2.2605210454,-1.9894943978,-1.692236052,-1.6870819381,-0.5757982939,-1.8581244872,-2.9037422746,-4.0926547045,-3.9036273288,-1.5803485287,-0.7349170197,-0.9488488598,-0.8554222667,-0.8660975161,0.3387609171,0.7552217799,1.7542393277,0.040060575,-0.2557401759,-0.6713438244,-1.0932361932,-1.3646652684,-1.440625398,-1.6882391151,0.1169987502,1.8804976826,-0.0517657598,0.1176489588,-0.0826664108,-0.2100342365,-0.2245652163,-0.2019500689,-0.3797604165,0.5209899884,-0.2881450607
Experiment 741 Participant 0,1,-1.6114714164,-1.6114714164,-0.3082517672,0.1124524529,-0.172982202,0.0692545835,0.0036164231,-0.6253363335,-1.6114714164,-1.2877648602,-0.9741480766,-0.8622386914,-1.3448679966,-0.5176068409,-1.7054283059,-2.4053836438,0.7138784753,-0.2390786811,-0.3422495501,-0.3430959044,-0.6997285977,-1.218613957,-1.4849203599,-0.0952037245,-0.767791217,0.091190562,-1.6114714164,1.0251526918,0.4873957994,-1.086740178,-1.5715814476,-0.2958399974,0.0525528689,-0.9593624004,-1.6467089961,-1.6415857802,-0.5138959677,-0.3419677442,-0.4004260506,-0.871399341,-0.7945060929,-0.1009975215,-0.0201339987,-0.8386700501,-0.9872390251,0.2992148537,-1.3635305812,-0.8273796866,0.2539130478,0.833576576,-1.2423657,-0.9347421997,-1.3803616764,-0.7279162398,0.134815425,-1.0839839933,-0.4749290866,-0.4885592182,-0.0941237372,0.29662497,0.3495455382,-0.4794402627,-0.2135790097,-0.1685653865,-0.2509052055,0.6563808341,-0.0242485848
Experiment 741 Participant 0,1,1.3083489796,1.3083489796,1.377545015,1.2673277935,-0.5900899254,0.883371494,1.0379841621,-0.1882816953,1.3083489796,0.4627123799,-0.3986495621,-1.1190255093,1.0710931648,0.3547517454,0.8078887961,0.6977511307,0.2006730638,0.4300379285,0.4899690744,-0.1257026246,-0.2108824806,0.6841691492,0.4454671831,-0.1131824989,-0.0792355768,0.7464523742,1.3083489796,0.7937005197,-0.3550899159,0.873359017,1.126303939,0.6582860456,0.4314965101,0.9114766208,1.1932820071,1.1963294374,0.1427942135,0.5353676777,0.7139111677,0.7907266333,0.8385914068,1.390228828,1.449538998,1.4897786105,1.5497516874,-0.0543026276,0.0590887601,0.5655500425,0.0981405023,-0.2282486193,-0.4480421165,-0.733469626,0.2776836544,-0.7174886597,-0.3652723507,0.6143380848,1.7354017301,1.5939902078,0.4891420687,-0.1459969807,0.3597331745,0.1022114621,0.1333253651,0.5341594082,-0.1463031907,0.0730629622,-0.6996054897
Experiment 741 Participant 0,0,-0.0518158012,-0.0518158012,0.1664621384,-0.2939660231,1.05253374,-1.6708474367,-2.6489192694,3.5994517108,-0.0518158012,0.7197741252,-0.1117824852,1.0857749702,-0.0543545812,-1.1554070274,-0.4357623201,-0.1243376549,1.3874634206,3.2368120026,0.5427425814,-0.4481352279,2.0474413924,1.9107766179,0.0739637702,1.1397442255,-1.8308633395,-0.6574757311,-0.0518158012,0.7124795538,0.9534876616,-1.500346382,-0.0450413647,-1.7988938842,-1.5999539149,-0.3907166813,-0.0646259443,-0.0606587055,1.0713776664,-0.8318231982,-1.1700254941,-0.1352382609,-0.2490018463,0.1163852017,-0.4186930386,-0.112420423,-0.0596859083,-1.1673045613,0.4838251467,1.7105630931,1.1834833682,-0.7058381413,-1.9055418801,-1.2436467283,-0.2410186809,-0.7269617353,-0.0290030847,-0.0872302839,-1.7243330291,-1.2939034129,0.3046770537,-0.7496448157,-0.3485590771,-0.0720481464,-0.8275692112,0.3990073995,1.0969901509,0.1674097931,1.4302731562
Experiment 741 Participant 0,0,1.8342793614,1.8342793614,-0.8219732697,-1.7016124691,-0.0109877979,1.4525706718,1.2966307291,0.6274131661,1.8342793614,0.773268023,0.5806050704,-0.8032617892,2.102226267,1.6321062941,2.1347493497,1.5214133412,0.4751156957,0.3335669109,-0.3381068596,-0.2618168485,0.4361057982,1.0789802519,-0.2007184566,0.2891063957,-1.2625993495,0.5336184605,1.8342793614,-0.0356520543,0.9658971497,-1.4681589895,1.49346646,-0.4053203417,-0.6053685524,1.0328939599,1.7017335017,1.7079320744,0.2434925953,1.0101996338,0.5806820456,0.8799320628,0.8646250921,-0.0791568185,-0.0628933448,1.2376370546,1.1948432271,-0.4080095895,1.1828031786,1.9936973214,1.1109910117,-0.1743636119,-0.5478920242,0.1515009767,1.4108476389,-0.1746406115,-1.827060189,-2.4497088081,0.9779782312,1.0947084579,-2.007464897,1.514125673,2.2673161854,1.6421415424,0.3351176398,0.7302160513,0.4793316092,0.4568202609,0.7535409118
Experiment 741 Participant 0,0,1.3083489796,1.3083489796,-0.052819475,-0.1674888155,-2.4580020151,0.4839398802,0.6064346225,0.7072103673,1.3083489796,-0.6423353197,-1.142983864,-0.8128096966,1.0710931648,-1.4366578369,0.5235375786,0.6977511307,0.4820448869,0.8613771275,0.0559961364,-0.5028384155,-0.7253754285,0.35244867,-0.9584605827,-1.8313616045,-0.5525611686,0.3420027806,1.3083489796,1.606894718,-0.7411590048,2.4246920358,0.7807413635,1.0745880137,0.9233368239,1.9100990746,1.6836483073,1.6863375913,-0.7000903412,0.4222764416,0.3461882682,0.8201147687,0.7938453003,-0.1098753769,-0.6335554271,0.2850913874,0.5707113034,-1.6914034318,-0.595425157,-1.074427884,1.5011294856,1.3177491937,1.7930943163,0.0565623047,-0.672135573,-0.1825817749,-0.181714916,0.5639135806,0.528088642,1.8747666776,0.32468146,-0.5816977187,-0.1188756508,-0.1044074535,-1.1266889825,0.2570583213,-0.1467266907,-0.4965568405,0.2211028619
Experiment 741 Participant 0,0,-0.2331711053,-0.2331711053,-0.5845870517,-0.2831110894,-0.4969251772,-1.3406167006,0.0943227553,-0.4466097818,-0.2331711053,0.2404298218,-0.2650728131,2.2842787134,-0.5189895106,-3.2368835447,-1.5504095667,-0.233949493,-0.2593461312,1.8216468779,1.3943851403,0.3260965251,2.3198275732,-1.5380272288,-1.097784391,0.5189407644,0.2773015817,0.0061725264,-0.2331711053,2.9741384342,3.1348013449,-2.0699770432,-0.416387537,-1.2619234995,-1.2127951546,-1.1871277234,-0.3875205982,-0.3833818948,0.1302596493,-0.1284246216,-0.8122752069,-0.523216962,-0.7192689676,0.0059659203,0.8853559167,-0.346282702,-1.0247185641,-1.5291931183,-0.0672495805,1.4587769294,-0.1437254408,-1.1035890752,-0.5258766254,-0.4291163889,-0.0591104041,-1.0853493489,0.2604728853,-0.4625340619,-1.5685936441,-0.372722556,-0.4905289018,-0.2904361412,-1.2075451134,-1.7450229968,-2.7060004814,-2.0444383643,-2.8053240435,-0.0451909931,0.8531891587
Experiment 741 Participant 0,0,1.8342793614,1.8342793614,0.8546252663,-0.6308786828,-0.7741226654,1.0494490534,0.3656881279,0.0304394367,1.8342793614,-0.2772314203,-1.2579804282,-0.535532011,1.5995357699,0.6876906996,2.8695189968,4.3522992353,3.5432635633,2.9359118613,-0.3515905234,-1.2195738404,0.5089624951,1.3551929691,0.3139184479,0.7572621169,1.461268101,1.0720419838,1.8342793614,-0.151019818,-1.3743180593,-0.235745578,1.3301643866,-0.0475190926,0.0417125547,1.3983900846,1.7097048366,1.7079320744,0.4557983785,0.7797875333,1.3601604268,1.6840509158,1.2708424334,0.552272196,0.6608749155,1.1656081832,1.1176162905,-1.7194173255,-0.2902604351,0.6456376303,-0.3160489808,0.3697273805,1.5589799055,1.3883887992,1.370855792,1.2140129455,1.9098291442,-0.8372834962,0.6017766784,0.7793637449,0.0081598713,-0.5264206842,-0.5783825068,-1.4329036507,-0.2844753993,-0.9573430889,-0.4437004335,2.3876041898,1.086221945
Experiment 741 Participant 0,0,-0.0518158012,-0.0518158012,-2.0334030405,-3.1309071658,-2.6272514216,-5.2428909354,-3.4121651818,1.8102942444,-0.0518158012,2.1686989458,0.5581483603,-0.8897217276,-0.0543545812,-1.0853564257,-0.5653405999,-0.1243376549,-1.3362098691,-2.1104859839,-2.0376615253,-1.6043899045,-2.1355492527,-1.6794266408,0.4273623078,-0.7398893799,-1.6032254461,-0.4567704749,-0.0518158012,-0.0873689261,0.9991373836,1.7679090113,0.0199628867,-2.4030893094,-2.2300229374,-0.2490494051,-0.0957368018,-0.0917468152,-0.7368496292,-0.6707526145,-1.3169474082,-0.0522867757,-0.2490073113,-2.044309212,-0.8882267356,-0.580715812,-0.5813379589,-1.9274572353,-1.5231065217,0.9690807152,-0.8158092158,-0.2190016654,1.411546817,0.2713212309,0.0300834125,-0.4242417194,-0.2066501823,0.1485179699,-0.558622312,0.444441618,1.424229358,-0.5104264752,0.7265500904,-0.0828134583,-0.003083911,-0.2937955534,0.5076675341,-0.6163893155,0.9864667705
Experiment 741 Participant 0,0,1.8342793614,1.8342793614,0.9806997859,0.0280551892,0.4331423154,0.3534831646,-0.4637145013,-0.1394061575,1.8342793614,0.1563502787,0.6497204263,0.681533059,1.4560005018,0.946876353,1.5299054029,0.8625052426,-0.3558201236,-0.2312838574,-1.0834008367,-2.2085377906,-1.3910428823,0.3113276321,-0.6622619561,-0.7929999446,-0.1080937752,1.5920678712,1.8342793614,-0.3338009967,0.0844721029,0.5207433601,1.2052000059,0.0723739052,0.2837443324,1.4651095122,1.6997259303,1.7079320744,0.232098865,1.0381287828,1.0461204089,1.1247689961,1.0134349824,0.0084487238,-0.5928289945,0.0115295287,0.0968272474,-1.5978853322,-1.4491960599,-1.6694240476,-0.5874683722,-0.0878218843,0.7876921276,1.3151271116,1.7648614597,1.2206776666,-1.0393425102,-0.6990186279,-1.3056515217,0.1414968085,-0.5959769743,-1.5054525433,-0.436326379,-0.7287239204,-1.0892662722,-2.1742693075,-1.3894169648,-0.7393169554,2.2352848879
