,acc,auc,modalities,y_pred_all,y_true_all
4,0.7636363636363637,0.8673469387755102,EEG-Stim,"[ 0.53476667  0.51953782  0.54255738  0.53039507  0.49989863  0.48911632
  0.50058497  0.50074825  0.50111068  0.49995242  0.50057383  0.49944151
  0.50848971  0.50053832  0.50490698  0.50170594  0.5014628   0.49978003
  0.90740975  0.88396118  0.90797294  0.90352654  0.90368189  0.88159487
  0.50565763  0.50510131  0.5004962   0.50169989  0.50282449  0.49820615
  0.48158104  0.48461358  0.48378806  0.48590793  0.48280538  0.4984043
  0.49869851  0.49902429  0.49777389  0.49859062  0.50051584  0.50086298
  0.50038481  0.50034755  0.49967787  0.50469998  0.49878181  0.50569488
  0.50309469  0.49715887  0.50716546  0.5042084   0.50537492  0.50743835
  0.50171306]","[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
0,0.6842105263157895,0.6517595307917888,EEG-Cue,"[ 0.51614952  0.51935726  0.51916979  0.51980507  0.51781207  0.51466918
  0.51541506  0.5201041   0.5081547   0.50760364  0.50025547  0.50063641
  0.5024691   0.5007951   0.5010129   0.50140285  0.49956169  0.50060357
  0.49889424  0.49834884  0.53454172  0.56059649  0.55358833  0.67864056
  0.52038293  0.78834574  0.23821971  0.2856008   0.1031422   0.17954891
  0.7480453   0.56708174  0.79440106  0.52429107  0.71534895  0.63610998
  0.69932318  0.71024357  0.55593769  0.46707427  0.70396882  0.73854371
  0.75536791  0.85754734  0.47405117  0.77436609  0.67910485  0.8080568
  0.23693699  0.37058606  0.51259189  0.50897828  0.50186703  0.49392176
  0.50948954  0.50455122  0.49173487  0.49341688  0.48582109  0.60577223
  0.59420105  0.51334774  0.64873778  0.54305909  0.58413357  0.54621905
  0.4800604   0.53325665  0.49801674  0.49792912  0.49731912  0.49906058
  0.49791096  0.49682479  0.49863055  0.49591065  0.49694252  0.49869925
  0.49964654  0.49939419  0.49875796  0.50016975  0.49966627  0.50056069
  0.49587497  0.49901702  0.5413458   0.51438876  0.55047923  0.60544734
  0.42872692  0.66132498  0.59982776  0.55239369  0.54590787]","[0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0
 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0]"
1,0.9148936170212766,0.8680701754385965,EEG-Cue,"[ 0.82259389  0.81625332  0.60267618  0.80132634  0.82843147  0.77092712
  0.66630775  0.584706    0.37955803  0.54486675  0.52746734  0.56072856
  0.69423325  0.74658925  0.75831159  0.71795701  0.75641525  0.80836962
  0.52616625  0.25107941  0.98626466  0.98471658  0.7833025   0.67117567
  0.94664189  0.80183985  0.87533505  0.64367648  0.89145998  0.32756978
  0.77917957  0.54162737  0.56647958  0.46993021  0.6039301   0.43047749
  0.63636443  0.03560119  0.29873163  0.19520348  0.50486359  0.56184557
  0.7703265   0.60200114  0.79346699  0.71349     0.79123861  0.71480343
  0.33598859  0.66554377  0.60149289  0.76207204  0.75664728  0.57076719
  0.51843084  0.78066333  0.19163532  0.33965353  0.69396783  0.73684564
  0.84893311  0.67053689  0.89261701  0.78163095  0.68595229  0.87511441
  0.24068956  0.69517841  0.72816399  0.61003157  0.53454297  0.65116921
  0.71373282  0.18398479  0.32962542  0.41285063  0.53228219  0.69304288
  0.4713714   0.32233118  0.58621336  0.70767726  0.53173504  0.13325612
  0.2230685   0.98834186  0.99446048  0.9595397   0.98079787  0.98989982
  0.85166894  0.858585    0.98877334  0.99901554]","[1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0]"
2,0.7380952380952381,0.6906158357771259,EEG-Cue,"[ 0.29639991  0.45394741  0.3262811   0.32775359  0.33711893  0.30846676
  0.183856    0.29642596  0.21257     0.90198162  0.6069341   0.86625289
  0.91552712  0.77712407  0.60922617  0.63042496  0.66373034  0.74908333
  0.46936803  0.5654054   0.55194792  0.57727636  0.4946404   0.54780246
  0.63007304  0.53764955  0.47456325  0.50153275  0.50236644  0.50083082
  0.50048493  0.50033175  0.50147883  0.50058001  0.50064812  0.50013743
  0.48593691  0.53079736  0.52275773  0.55534947  0.50960032  0.46384626
  0.50608158  0.42689613  0.61261263  0.8118716   0.56595831  0.75339628
  0.82731422  0.72572141  0.57515773  0.66815892  0.7754034   0.37782337
  0.74818932  0.58130831  0.63657962  0.59529542  0.50435855  0.48011256
  0.15988856  0.30937025  0.32598989  0.76358537  0.88210678  0.4588604
  0.73387062  0.03707505  0.69796967  0.5328312   0.71261064  0.36890204
  0.50481341  0.61553079  0.22935845  0.24735681  0.61742794  0.81407117
  0.72398741  0.63937524  0.7450348   0.76795225  0.58427118  0.47613489]","[1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0]"
3,0.7611940298507462,0.7623529411764705,EEG-Cue,"[ 0.54748785  0.6366397   0.52765826  0.66303434  0.11839588  0.19586312
  0.24449189  0.60851431  0.60310793  0.4896271   0.56791596  0.60543144
  0.49259129  0.40719414  0.78460148  0.87758323  0.81221046  0.35350925
  0.87566873  0.68555182  0.72513274  0.4872034   0.61569275  0.82842641
  0.61026468  0.71729105  0.64205412  0.477042    0.57264859  0.67883608
  0.33693568  0.69670871  0.23663152  0.71832533  0.41865889  0.83720963
  0.49985918  0.08287869  0.93307913  0.00646105  0.04986618  0.52026517
  0.50126279  0.49842841  0.4991516   0.49905421  0.49729424  0.49494279
  0.49668573  0.61583713  0.63331012  0.80567472  0.89069468  0.56679128
  0.45695883  0.551118    0.49762773  0.51651864  0.62111645  0.35342945
  0.5794364   0.53249654  0.78773449  0.7738419   0.63523435  0.83347952
  0.50557512]","[1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0]"
4,0.6727272727272727,0.6700680272108844,EEG-Cue,"[ 0.5007447   0.50029963  0.50008566  0.49955991  0.49997584  0.50038268
  0.51944207  0.51109221  0.44146497  0.51866153  0.51468298  0.47644581
  0.5015186   0.50126613  0.50258102  0.50034472  0.50697361  0.50772224
  0.54061939  0.52165872  0.50496434  0.53432778  0.52582694  0.52672618
  0.49956195  0.50097141  0.49935198  0.50026923  0.50039306  0.4994003
  0.47930202  0.47981543  0.43801346  0.49481044  0.49481711  0.49993636
  0.50015687  0.49908798  0.49917595  0.49923109  0.54268533  0.53083061
  0.52120955  0.55889132  0.50329275  0.50013437  0.49997926  0.50032223
  0.50068274  0.50072864  0.49355987  0.50133584  0.51064977  0.49953267
  0.49744202]","[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
0,0.6210526315789474,0.47580645161290325,HR,"[ 0.65132984  0.63993505  0.64001023  0.63766215  0.63854501  0.65709832
  0.66837019  0.66360191  0.65269061  0.62751871  0.49959928  0.49937882
  0.50053192  0.49965611  0.50308807  0.50264127  0.50480514  0.50268661
  0.50207097  0.50360982  0.66279439  0.69112517  0.6896388   0.67705531
  0.65526945  0.62443447  0.61573626  0.68831999  0.66013303  0.64720149
  0.50297283  0.50304157  0.5032081   0.50271762  0.5029832   0.50368252
  0.50350898  0.50312186  0.50215424  0.50311867  0.50031734  0.50013085
  0.50030594  0.50033025  0.50035446  0.50026471  0.50034642  0.50027493
  0.50018094  0.50029831  0.63585634  0.65965451  0.68445331  0.55011017
  0.64862097  0.67872998  0.68812536  0.61149057  0.69231442  0.51296736
  0.51544634  0.51719353  0.51581993  0.51753992  0.5181675   0.5189598
  0.51120492  0.51355521  0.51758515  0.51465022  0.52538877  0.52105119
  0.51733225  0.52220391  0.51929558  0.52278266  0.51828813  0.68734763
  0.62947759  0.6353129   0.69887686  0.66740939  0.73174915  0.60980285
  0.76341276  0.70421473  0.51766841  0.51580567  0.51931145  0.51534763
  0.51605763  0.51709702  0.51768665  0.51958915  0.51200588]","[0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0
 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0]"
1,0.7978723404255319,0.5,HR,"[ 0.50063578  0.50057541  0.50059753  0.50066998  0.50062485  0.50063188
  0.50061489  0.50061607  0.50066998  0.5006232   0.50058009  0.50057803
  0.50059885  0.5005829   0.50057137  0.5006368   0.5005915   0.50057784
  0.5006153   0.50059309  0.5006293   0.50062717  0.50060675  0.50062369
  0.50060863  0.50061793  0.50059655  0.5006114   0.50062465  0.5006058
  0.50063574  0.50064473  0.50065893  0.50065124  0.50065144  0.50064641
  0.50065928  0.50064129  0.50065401  0.5006544   0.50051097  0.50055955
  0.50047696  0.50068843  0.50047696  0.50071714  0.50063413  0.50062084
  0.5007054   0.50063135  0.50062932  0.50063374  0.50065625  0.50063951
  0.50065046  0.50063584  0.50065315  0.50064274  0.50426946  0.50482076
  0.50479963  0.50468966  0.50454208  0.50462811  0.5044982   0.50418806
  0.50505404  0.50067875  0.5006734   0.50065483  0.50066941  0.50065249
  0.50066257  0.50066052  0.50069099  0.50069099  0.50062101  0.50067288
  0.50062543  0.50066624  0.50064415  0.50067675  0.50062513  0.50065442
  0.50066684  0.50059807  0.5006447   0.50059281  0.50056241  0.50061545
  0.50063266  0.50063403  0.50059597  0.50064097]","[1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0]"
2,0.7380952380952381,0.5,HR,"[ 0.52518802  0.53058596  0.5320325   0.52414433  0.52981639  0.53917329
  0.52400876  0.51891954  0.52837543  0.62216616  0.64957063  0.63338975
  0.62994547  0.72867973  0.6745841   0.67475326  0.7401361   0.74816384
  0.50042159  0.50043454  0.50049524  0.50039454  0.50049365  0.50040217
  0.50039184  0.50039184  0.50039184  0.73116859  0.75420104  0.7435431
  0.71662069  0.77640517  0.77208445  0.66686541  0.73253124  0.69855852
  0.50044963  0.50044882  0.50045623  0.50045507  0.50044605  0.50045329
  0.50044952  0.50044777  0.50291086  0.50395373  0.5028058   0.50259609
  0.50342635  0.50291086  0.50384075  0.5030066   0.82376464  0.71196976
  0.71648239  0.70922125  0.64134208  0.75539234  0.68855798  0.77818169
  0.62459784  0.62010147  0.60394086  0.62290545  0.61404811  0.60199237
  0.62611691  0.61404811  0.5240656   0.52301546  0.51923995  0.52912744
  0.52970722  0.52474866  0.52843606  0.52416348  0.58115911  0.63443936
  0.59822703  0.59822703  0.59822703  0.63097817  0.62903142  0.59822703]","[1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0]"
3,0.7611940298507462,0.5294117647058824,HR,"[ 0.75471119  0.81068326  0.61691062  0.67525009  0.7449405   0.73481246
  0.71872212  0.89575033  0.84347237  0.83831941  0.65922003  0.67797245
  0.77950537  0.67287645  0.64589465  0.79354533  0.85784162  0.77401195
  0.80274167  0.77739518  0.68118975  0.82325756  0.8349713   0.76445167
  0.70370473  0.69808731  0.74387113  0.87938064  0.80576755  0.84163159
  0.72181033  0.84970768  0.55928022  0.71645017  0.78789148  0.76172651
  0.73733195  0.69489488  0.72426754  0.66229357  0.65541663  0.67169012
  0.86837014  0.87123172  0.69606751  0.73148418  0.77016009  0.86784266
  0.75756696  0.79976129  0.5813944   0.78520843  0.55059191  0.86493191
  0.53204398  0.85980208  0.73403889  0.75965634  0.55643037  0.90247409
  0.4933004   0.85652801  0.82759352  0.71654856  0.7397811   0.69094563
  0.60224037]","[1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0]"
4,0.8909090909090909,0.5,HR,"[ 0.60151088  0.65097409  0.63656952  0.63102885  0.62572503  0.67260229
  0.50044661  0.50044373  0.50046335  0.5004788   0.50044128  0.50047091
  0.63208834  0.6361678   0.63572093  0.63442023  0.63631078  0.6322796
  0.85846337  0.85035477  0.85351106  0.85961917  0.86092421  0.86720395
  0.50039568  0.50052911  0.50041589  0.50043986  0.50048683  0.50052871
  0.65096589  0.65126175  0.65029784  0.65107028  0.65077126  0.50373192
  0.5038675   0.50356089  0.50360311  0.50389823  0.5004538   0.50052921
  0.50049858  0.50048376  0.50054004  0.50044053  0.50049101  0.50045194
  0.50044361  0.50046789  0.50046409  0.50048891  0.50047429  0.5004785
  0.50045458]","[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
0,0.6526315789473685,0.5,RT,"[ 0.66101272  0.64112336  0.63368225  0.59377419  0.64391168  0.64788377
  0.63993078  0.62401526  0.6128697   0.6223151   0.51497651  0.51370585
  0.51514044  0.51509892  0.51561783  0.51557897  0.51613568  0.51657404
  0.51541846  0.51496782  0.50032449  0.50034246  0.50033986  0.50030588
  0.50033059  0.50033889  0.50032235  0.5002924   0.50034094  0.50033818
  0.59003461  0.58746863  0.58815349  0.59000924  0.59153315  0.58835646
  0.59088878  0.59422346  0.58817679  0.5900051   0.5002814   0.50029282
  0.50028157  0.50028739  0.50026605  0.50026037  0.50029303  0.5002692
  0.50029244  0.5003159   0.64105613  0.66560474  0.65386349  0.6233301
  0.62499504  0.63597953  0.64863918  0.64690034  0.64776493  0.59676558
  0.64050874  0.63741864  0.62153354  0.58368344  0.5533497   0.68506431
  0.65682606  0.84204007  0.50036848  0.50036377  0.50040019  0.5003666
  0.50038048  0.50038506  0.50037741  0.5003854   0.50035848  0.50254491
  0.50277535  0.50280499  0.50264118  0.50269411  0.50253361  0.50265332
  0.50293165  0.50254336  0.50245522  0.50252407  0.50244136  0.50240717
  0.50245604  0.50245729  0.50250353  0.50243223  0.50246334]","[0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0
 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0]"
1,0.7978723404255319,0.5,RT,"[ 0.84121257  0.77393077  0.79610307  0.88429398  0.76577842  0.865532
  0.77324248  0.90689627  0.6716292   0.80305936  0.53887543  0.52482349
  0.53279459  0.54095787  0.52703954  0.52336081  0.53274838  0.5151146
  0.54605048  0.51247396  0.67517258  0.95875665  0.91306749  0.83621883
  0.75115336  0.57702341  0.77918523  0.79648184  0.85512436  0.74477774
  0.80465656  0.72495969  0.88419096  0.82940337  0.94829463  0.89356081
  0.87593898  0.86010279  0.68558167  0.93482277  0.66917933  0.8056384
  0.88118634  0.75054715  0.74431119  0.8204567   0.90021307  0.53880773
  0.88160614  0.80856284  0.79397436  0.75609029  0.63467271  0.88556512
  0.74231094  0.81456328  0.65502523  0.68188651  0.903846    0.84764455
  0.57018363  0.73453547  0.64816443  0.81201829  0.78090067  0.73346862
  0.58875105  0.94683449  0.5687817   0.89019234  0.91058986  0.7650011
  0.99364167  0.9341634   0.72936481  0.89660419  0.93574784  0.88658627
  0.85588563  0.76183504  0.77034103  0.85198655  0.74522863  0.71972879
  0.74376335  0.82991498  0.86231557  0.92150856  0.68590307  0.75768118
  0.83125524  0.74391537  0.87148548  0.76407847]","[1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0]"
2,0.7380952380952381,0.5146627565982405,RT,"[ 0.53221846  0.53093662  0.52690825  0.54087887  0.52054968  0.5174374
  0.50667883  0.53246037  0.53882459  0.53765555  0.50072075  0.50927492
  0.51606933  0.52683525  0.51929496  0.50655034  0.52474089  0.52116773
  0.56758658  0.77676645  0.57681872  0.74211271  0.78602277  0.85903589
  0.74884551  0.56508621  0.75004757  0.86087799  0.76935085  0.81923797
  0.76057551  0.58764064  0.82762936  0.80217033  0.65353008  0.7493101
  0.83606629  0.76758191  0.85976047  0.85263869  0.65637772  0.77973027
  0.60961402  0.65533806  0.37837086  0.74812557  0.81483232  0.75108934
  0.78462399  0.67880271  0.78446731  0.39442386  0.76600134  0.66700229
  0.77912159  0.72960808  0.86397439  0.89498621  0.92946584  0.69909651
  0.58267479  0.81798727  0.74617003  0.82476855  0.74831706  0.50524628
  0.66073919  0.77176321  0.658751    0.84191581  0.81948594  0.82904114
  0.84270076  0.9049751   0.8251309   0.79818573  0.78625426  0.61210613
  0.76837854  0.80434129  0.77580954  0.8635481   0.6581033   0.71033742]","[1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0]"
3,0.746268656716418,0.5,RT,"[ 0.75964536  0.72397357  0.73169784  0.68522767  0.64203357  0.69147776
  0.70347324  0.71510647  0.68692212  0.75652095  0.71588658  0.75107904
  0.69353383  0.62327416  0.75873434  0.84233785  0.70530453  0.61346609
  0.80789359  0.63337515  0.70530992  0.67651814  0.80445361  0.89264681
  0.66559261  0.84170858  0.53387817  0.89643773  0.91388926  0.79760818
  0.59404376  0.83926062  0.58550824  0.64270484  0.85856804  0.90076543
  0.68006708  0.78354205  0.76106686  0.76011025  0.74626959  0.73713507
  0.52967911  0.51792683  0.50956439  0.51990365  0.52576096  0.5192503
  0.51868772  0.65021613  0.61695793  0.82666154  0.77244866  0.62184394
  0.80021038  0.50225331  0.50237415  0.50279816  0.50397618  0.50310124
  0.50212408  0.81394669  0.83627755  0.83841905  0.77345832  0.65479713
  0.71299584]","[1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0]"
4,0.8909090909090909,0.5,RT,"[ 0.50352163  0.50393487  0.50396619  0.50363513  0.50358397  0.50373751
  0.86143448  0.80130439  0.87556911  0.88263866  0.89051899  0.83448105
  0.82072149  0.82601311  0.79529018  0.93881393  0.93923503  0.90324912
  0.84500697  0.82358073  0.80064781  0.93275038  0.91592042  0.89306655
  0.87266027  0.84216586  0.91654569  0.92146791  0.87728736  0.85896916
  0.89298674  0.91623919  0.91696246  0.87999584  0.90686675  0.50050427
  0.50047348  0.50053746  0.50051948  0.50048633  0.79377563  0.95106045
  0.95790178  0.88592712  0.9475561   0.50051925  0.5004469   0.50051213
  0.5004546   0.50049509  0.86085028  0.90760664  0.83985464  0.86070186
  0.80773145]","[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
